longitude,latitude,floor,buildingid,spaceid,relativeposition,userid,phoneid,timestamp,validation
-7335.376827798784,4864753.120739415,1,2,219,1,12,24,1371715141,0
-7330.097966965288,4864762.291488789,1,2,217,1,12,24,1371715435,0
-7339.191616758703,4864755.2508204505,1,2,216,1,12,24,1371715289,0
-7333.861492905767,4864760.1400823295,1,2,218,1,12,24,1371715374,0
-7339.1538871750245,4864749.384690456,1,2,220,1,12,24,1371715207,0
-7331.463799998164,4864768.513700001,1,2,207,2,12,24,1371715564,0
-7317.6510000005355,4864794.628600001,1,2,137,2,12,24,1371715735,0
-7312.58323821798,4864797.2368749315,1,2,135,1,12,24,1371715831,0
-7327.479451861232,4864766.691086285,1,2,206,1,12,24,1371715507,0
-7309.849300000817,4864812.695299998,1,2,114,2,12,24,1371716163,0
-7315.743400000036,4864802.071500003,1,2,134,2,12,24,1371715901,0
-7311.919399999082,4864808.963799998,1,2,132,2,12,24,1371716046,0
-7316.86719999835,4864813.714900002,1,2,131,2,12,24,1371716411,0
-7308.779111966491,4864804.134827018,1,2,133,1,12,24,1371715973,0
-7327.959273736924,4864815.692792743,1,2,128,1,12,24,1371716657,0
-7324.080699998885,4864817.717,1,2,129,2,12,24,1371716583,0
-7318.341099999845,4864814.532499999,1,2,130,2,12,24,1371716464,0
-7316.906800001859,4864818.291699998,1,2,113,2,12,24,1371716525,0
-7404.8357000015685,4864808.159000002,1,2,214,2,12,24,1371719715,0
-7330.786899998784,4864821.437299997,1,2,127,2,12,24,1371716719,0
-7323.5506539456555,4864827.719507538,1,2,112,1,12,24,1371716843,0
-7332.1088000014415,4864822.170999996,1,2,126,2,12,24,1371716772,0
-7340.191399998962,4864758.186399996,1,2,216,2,12,24,1371720042,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371719967,0
-7384.873199999332,4864780.518600002,1,2,204,2,12,24,1371719853,0
-7395.213199999183,4864786.255199999,1,2,203,2,12,24,1371719790,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371719919,0
-7404.436200000346,4864808.869900003,1,2,215,2,12,24,1371713889,0
-7408.338870193808,4864811.529825352,1,2,214,1,12,24,1371713829,0
-7331.496599998325,4864767.7711,1,2,206,2,12,24,1371720154,0
-7336.944299999624,4864764.039300002,1,2,218,2,12,24,1371720099,0
-7405.654399998486,4864801.9548999965,1,2,201,2,12,24,1371713953,0
-7396.255971133708,4864776.28465306,1,2,203,1,12,24,1371714161,0
-7408.565699998288,4864796.707199998,1,2,212,2,12,24,1371714012,0
-7388.524687383324,4864770.582154624,1,2,204,1,12,24,1371714236,0
-7398.534499999136,4864788.097900003,1,2,202,2,12,24,1371714076,0
-7370.775379050522,4864770.922951184,1,2,225,1,12,24,1371714713,0
-7371.374951340257,4864761.285093159,1,2,224,1,12,24,1371714793,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371714602,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371714655,0
-7352.940799999982,4864762.802699998,1,2,223,2,12,24,1371714937,0
-7362.783199999481,4864764.929499999,1,2,205,2,12,24,1371714859,0
-7335.376827798784,4864753.120739415,1,2,219,1,12,24,1371715144,0
-7349.475600000471,4864760.880199999,1,2,221,2,12,24,1371714994,0
-7339.191616758703,4864755.2508204505,1,2,216,1,12,24,1371715292,0
-7333.861492905767,4864760.1400823295,1,2,218,1,12,24,1371715378,0
-7339.1538871750245,4864749.384690456,1,2,220,1,12,24,1371715210,0
-7330.097966965288,4864762.291488789,1,2,217,1,12,24,1371715438,0
-7331.463799998164,4864768.513700001,1,2,207,2,12,24,1371715568,0
-7327.479451861232,4864766.691086285,1,2,206,1,12,24,1371715511,0
-7317.6510000005355,4864794.628600001,1,2,137,2,12,24,1371715738,0
-7312.58323821798,4864797.2368749315,1,2,135,1,12,24,1371715835,0
-7309.849300000817,4864812.695299998,1,2,114,2,12,24,1371716167,0
-7311.919399999082,4864808.963799998,1,2,132,2,12,24,1371716050,0
-7315.743400000036,4864802.071500003,1,2,134,2,12,24,1371715905,0
-7308.779111966491,4864804.134827018,1,2,133,1,12,24,1371715977,0
-7316.906800001859,4864818.291699998,1,2,113,2,12,24,1371716529,0
-7324.080699998885,4864817.717,1,2,129,2,12,24,1371716587,0
-7318.341099999845,4864814.532499999,1,2,130,2,12,24,1371716467,0
-7316.86719999835,4864813.714900002,1,2,131,2,12,24,1371716414,0
-7323.5506539456555,4864827.719507538,1,2,112,1,12,24,1371716847,0
-7327.959273736924,4864815.692792743,1,2,128,1,12,24,1371716660,0
-7332.1088000014415,4864822.170999996,1,2,126,2,12,24,1371716776,0
-7404.8357000015685,4864808.159000002,1,2,214,2,12,24,1371719719,0
-7330.786899998784,4864821.437299997,1,2,127,2,12,24,1371716723,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371719926,0
-7384.873199999332,4864780.518600002,1,2,204,2,12,24,1371719859,0
-7395.213199999183,4864786.255199999,1,2,203,2,12,24,1371719794,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371719971,0
-7331.496599998325,4864767.7711,1,2,206,2,12,24,1371720158,0
-7404.436200000346,4864808.869900003,1,2,215,2,12,24,1371713892,0
-7408.338870193808,4864811.529825352,1,2,214,1,12,24,1371713832,0
-7336.944299999624,4864764.039300002,1,2,218,2,12,24,1371720102,0
-7340.191399998962,4864758.186399996,1,2,216,2,12,24,1371720063,0
-7396.255971133708,4864776.28465306,1,2,203,1,12,24,1371714165,0
-7398.534499999136,4864788.097900003,1,2,202,2,12,24,1371714080,0
-7405.654399998486,4864801.9548999965,1,2,201,2,12,24,1371713957,0
-7408.565699998288,4864796.707199998,1,2,212,2,12,24,1371714016,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371714660,0
-7370.775379050522,4864770.922951184,1,2,225,1,12,24,1371714717,0
-7371.374951340257,4864761.285093159,1,2,224,1,12,24,1371714796,0
-7388.524687383324,4864770.582154624,1,2,204,1,12,24,1371714237,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371714605,0
-7352.940799999982,4864762.802699998,1,2,223,2,12,24,1371714940,0
-7335.376827798784,4864753.120739415,1,2,219,1,12,24,1371715149,0
-7349.475600000471,4864760.880199999,1,2,221,2,12,24,1371714998,0
-7362.783199999481,4864764.929499999,1,2,205,2,12,24,1371714863,0
-7333.861492905767,4864760.1400823295,1,2,218,1,12,24,1371715382,0
-7330.097966965288,4864762.291488789,1,2,217,1,12,24,1371715442,0
-7339.191616758703,4864755.2508204505,1,2,216,1,12,24,1371715296,0
-7339.1538871750245,4864749.384690456,1,2,220,1,12,24,1371715214,0
-7327.479451861232,4864766.691086285,1,2,206,1,12,24,1371715515,0
-7312.58323821798,4864797.2368749315,1,2,135,1,12,24,1371715839,0
-7315.743400000036,4864802.071500003,1,2,134,2,12,24,1371715909,0
-7331.463799998164,4864768.513700001,1,2,207,2,12,24,1371715571,0
-7317.6510000005355,4864794.628600001,1,2,137,2,12,24,1371715742,0
-7316.86719999835,4864813.714900002,1,2,131,2,12,24,1371716418,0
-7308.779111966491,4864804.134827018,1,2,133,1,12,24,1371715980,0
-7309.849300000817,4864812.695299998,1,2,114,2,12,24,1371716171,0
-7311.919399999082,4864808.963799998,1,2,132,2,12,24,1371716054,0
-7316.906800001859,4864818.291699998,1,2,113,2,12,24,1371716532,0
-7327.959273736924,4864815.692792743,1,2,128,1,12,24,1371716663,0
-7324.080699998885,4864817.717,1,2,129,2,12,24,1371716591,0
-7330.786899998784,4864821.437299997,1,2,127,2,12,24,1371716726,0
-7318.341099999845,4864814.532499999,1,2,130,2,12,24,1371716471,0
-7404.8357000015685,4864808.159000002,1,2,214,2,12,24,1371719723,0
-7395.213199999183,4864786.255199999,1,2,203,2,12,24,1371719798,0
-7323.5506539456555,4864827.719507538,1,2,112,1,12,24,1371716851,0
-7332.1088000014415,4864822.170999996,1,2,126,2,12,24,1371716779,0
-7384.873199999332,4864780.518600002,1,2,204,2,12,24,1371719861,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371719975,0
-7336.944299999624,4864764.039300002,1,2,218,2,12,24,1371720106,0
-7340.191399998962,4864758.186399996,1,2,216,2,12,24,1371720055,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371719926,0
-7331.496599998325,4864767.7711,1,2,206,2,12,24,1371720161,0
-7405.654399998486,4864801.9548999965,1,2,201,2,12,24,1371713961,0
-7408.338870193808,4864811.529825352,1,2,214,1,12,24,1371713836,0
-7404.436200000346,4864808.869900003,1,2,215,2,12,24,1371713896,0
-7408.565699998288,4864796.707199998,1,2,212,2,12,24,1371714019,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371714609,0
-7396.255971133708,4864776.28465306,1,2,203,1,12,24,1371714169,0
-7398.534499999136,4864788.097900003,1,2,202,2,12,24,1371714084,0
-7388.524687383324,4864770.582154624,1,2,204,1,12,24,1371714241,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371714663,0
-7362.783199999481,4864764.929499999,1,2,205,2,12,24,1371714867,0
-7371.374951340257,4864761.285093159,1,2,224,1,12,24,1371714801,0
-7370.775379050522,4864770.922951184,1,2,225,1,12,24,1371714722,0
-7352.940799999982,4864762.802699998,1,2,223,2,12,24,1371714944,0
-7335.376827798784,4864753.120739415,1,2,219,1,12,24,1371715152,0
-7339.1538871750245,4864749.384690456,1,2,220,1,12,24,1371715217,0
-7339.191616758703,4864755.2508204505,1,2,216,1,12,24,1371715300,0
-7349.475600000471,4864760.880199999,1,2,221,2,12,24,1371715002,0
-7333.861492905767,4864760.1400823295,1,2,218,1,12,24,1371715385,0
-7331.463799998164,4864768.513700001,1,2,207,2,12,24,1371715575,0
-7327.479451861232,4864766.691086285,1,2,206,1,12,24,1371715518,0
-7330.097966965288,4864762.291488789,1,2,217,1,12,24,1371715446,0
-7308.779111966491,4864804.134827018,1,2,133,1,12,24,1371715984,0
-7317.6510000005355,4864794.628600001,1,2,137,2,12,24,1371715746,0
-7312.58323821798,4864797.2368749315,1,2,135,1,12,24,1371715842,0
-7315.743400000036,4864802.071500003,1,2,134,2,12,24,1371715913,0
-7309.849300000817,4864812.695299998,1,2,114,2,12,24,1371716175,0
-7318.341099999845,4864814.532499999,1,2,130,2,12,24,1371716475,0
-7311.919399999082,4864808.963799998,1,2,132,2,12,24,1371716057,0
-7316.86719999835,4864813.714900002,1,2,131,2,12,24,1371716422,0
-7316.906800001859,4864818.291699998,1,2,113,2,12,24,1371716536,0
-7330.786899998784,4864821.437299997,1,2,127,2,12,24,1371716730,0
-7324.080699998885,4864817.717,1,2,129,2,12,24,1371716594,0
-7327.959273736924,4864815.692792743,1,2,128,1,12,24,1371716667,0
-7332.1088000014415,4864822.170999996,1,2,126,2,12,24,1371716783,0
-7384.873199999332,4864780.518600002,1,2,204,2,12,24,1371719865,0
-7395.213199999183,4864786.255199999,1,2,203,2,12,24,1371719802,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371719928,0
-7323.5506539456555,4864827.719507538,1,2,112,1,12,24,1371716855,0
-7404.8357000015685,4864808.159000002,1,2,214,2,12,24,1371719727,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371719978,0
-7408.338870193808,4864811.529825352,1,2,214,1,12,24,1371713842,0
-7331.496599998325,4864767.7711,1,2,206,2,12,24,1371720165,0
-7336.944299999624,4864764.039300002,1,2,218,2,12,24,1371720110,0
-7396.255971133708,4864776.28465306,1,2,203,1,12,24,1371714172,0
-7408.565699998288,4864796.707199998,1,2,212,2,12,24,1371714023,0
-7398.534499999136,4864788.097900003,1,2,202,2,12,24,1371714087,0
-7404.436200000346,4864808.869900003,1,2,215,2,12,24,1371713900,0
-7405.654399998486,4864801.9548999965,1,2,201,2,12,24,1371713964,0
-7388.524687383324,4864770.582154624,1,2,204,1,12,24,1371714245,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371714613,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371714667,0
-7370.775379050522,4864770.922951184,1,2,225,1,12,24,1371714725,0
-7335.376827798784,4864753.120739415,1,2,219,1,12,24,1371715156,0
-7371.374951340257,4864761.285093159,1,2,224,1,12,24,1371714803,0
-7349.475600000471,4864760.880199999,1,2,221,2,12,24,1371715005,0
-7362.783199999481,4864764.929499999,1,2,205,2,12,24,1371714871,0
-7352.940799999982,4864762.802699998,1,2,223,2,12,24,1371714948,0
-7339.191616758703,4864755.2508204505,1,2,216,1,12,24,1371715303,0
-7339.1538871750245,4864749.384690456,1,2,220,1,12,24,1371715221,0
-7330.097966965288,4864762.291488789,1,2,217,1,12,24,1371715449,0
-7333.861492905767,4864760.1400823295,1,2,218,1,12,24,1371715389,0
-7312.58323821798,4864797.2368749315,1,2,135,1,12,24,1371715846,0
-7315.743400000036,4864802.071500003,1,2,134,2,12,24,1371715916,0
-7317.6510000005355,4864794.628600001,1,2,137,2,12,24,1371715750,0
-7331.463799998164,4864768.513700001,1,2,207,2,12,24,1371715579,0
-7327.479451861232,4864766.691086285,1,2,206,1,12,24,1371715524,0
-7308.779111966491,4864804.134827018,1,2,133,1,12,24,1371715988,0
-7311.919399999082,4864808.963799998,1,2,132,2,12,24,1371716061,0
-7316.86719999835,4864813.714900002,1,2,131,2,12,24,1371716425,0
-7309.849300000817,4864812.695299998,1,2,114,2,12,24,1371716178,0
-7324.080699998885,4864817.717,1,2,129,2,12,24,1371716598,0
-7327.959273736924,4864815.692792743,1,2,128,1,12,24,1371716671,0
-7316.906800001859,4864818.291699998,1,2,113,2,12,24,1371716540,0
-7318.341099999845,4864814.532499999,1,2,130,2,12,24,1371716478,0
-7395.213199999183,4864786.255199999,1,2,203,2,12,24,1371719805,0
-7332.1088000014415,4864822.170999996,1,2,126,2,12,24,1371716787,0
-7330.786899998784,4864821.437299997,1,2,127,2,12,24,1371716734,0
-7323.5506539456555,4864827.719507538,1,2,112,1,12,24,1371716858,0
-7404.8357000015685,4864808.159000002,1,2,214,2,12,24,1371719730,0
-7340.191399998962,4864758.186399996,1,2,216,2,12,24,1371720061,0
-7366.449900001286,4864770.2973000035,1,2,224,2,12,24,1371719940,0
-7363.159000001848,4864768.471699998,1,2,224,2,12,24,1371719983,0
-7384.873199999332,4864780.518600002,1,2,204,2,12,24,1371719868,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714575,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714597,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714550,0
-7331.496599998325,4864767.7711,1,2,206,2,12,24,1371720169,0
-7336.944299999624,4864764.039300002,1,2,218,2,12,24,1371720113,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714657,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714645,0
-7499.118298217654,4864838.7984716,0,1,1,1,13,17,1371714754,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714619,0
-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715137,0
-7501.238400001079,4864863.081799999,1,1,2,2,13,17,1371714997,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715142,0
-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715053,0
-7511.563299998641,4864853.561099999,1,1,7,2,13,17,1371715287,0
-7511.778299998492,4864841.671700002,1,1,5,2,13,17,1371715284,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715291,0
-7516.52670000121,4864844.624799997,1,1,6,2,13,17,1371715281,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715382,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715451,0
-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715495,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715335,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715303,0
-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715643,0
-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715627,0
-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715551,0
-7479.0157000012705,4864891.920500003,1,1,12,2,13,17,1371715523,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716126,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716100,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716170,0
-7474.670000001788,4864865.918799996,1,1,27,2,13,17,1371715724,0
-7474.553700000048,4864866.8565,1,1,16,2,13,17,1371715692,0
-7533.837600000203,4864939.373000003,1,1,105,2,13,17,1371716247,0
-7536.565799999982,4864934.328000002,1,1,106,2,13,17,1371716226,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716200,0
-7535.209515403956,4864948.090411805,1,1,105,1,13,17,1371716268,0
-7523.494500000029,4864951.885399997,1,1,104,2,13,17,1371716311,0
-7524.514299999922,4864934.194600001,1,1,102,2,13,17,1371716435,0
-7528.608068633825,4864959.505251184,1,1,104,1,13,17,1371716341,0
-7510.211205821484,4864949.287095763,1,1,103,1,13,17,1371716390,0
-7519.0086999982595,4864949.4529,1,1,103,2,13,17,1371716367,0
-7536.4928999990225,4864918.059600003,1,1,101,2,13,17,1371716483,0
-7527.402600001544,4864929.238300003,1,1,101,2,13,17,1371716461,0
-7315.743400000036,4864802.071500003,4,2,122,2,13,17,1371721207,0
-7316.4574000015855,4864800.7843,4,2,123,2,13,17,1371721189,0
-7316.86719999835,4864813.714900002,4,2,140,2,13,17,1371721320,0
-7309.517499998212,4864813.293499999,4,2,143,2,13,17,1371721267,0
-7310.057300001383,4864815.156599999,4,2,119,2,13,17,1371721288,0
-7311.919399999082,4864808.963799998,4,2,120,2,13,17,1371721242,0
-7312.662200000137,4864807.624899998,4,2,121,2,13,17,1371721226,0
-7321.037900000811,4864820.583700001,4,2,117,2,13,17,1371721401,0
-7324.080699998885,4864817.717,4,2,138,2,13,17,1371721434,0
-7318.341099999845,4864814.532499999,4,2,139,2,13,17,1371721346,0
-7325.23409999907,4864818.356799996,4,2,137,2,13,17,1371721497,0
-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721657,0
-7332.1088000014415,4864822.170999996,4,2,135,2,13,17,1371721644,0
-7327.958599999547,4864824.4234,4,2,116,2,13,17,1371721620,0
-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721543,0
-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721524,0
-7338.857999999076,4864825.9152000025,4,2,133,2,13,17,1371721720,0
-7334.819400001317,4864828.2295999965,4,2,115,2,13,17,1371721742,0
-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721675,0
-7345.42330000177,4864829.557700002,4,2,132,2,13,17,1371721766,0
-7352.520300000906,4864833.494800001,4,2,131,2,13,17,1371721787,0
-7353.723400000484,4864834.1625000015,4,2,130,2,13,17,1371721912,0
-7359.331099998206,4864837.273500003,4,2,129,2,13,17,1371721929,0
-7360.497299998999,4864837.920500003,4,2,128,2,13,17,1371721943,0
-7385.526399999857,4864838.958999999,4,2,101,2,13,17,1371722041,0
-7373.052799999715,4864844.886500001,4,2,125,2,13,17,1371721991,0
-7367.458799999206,4864841.782799996,4,2,126,2,13,17,1371721976,0
-7366.242400001734,4864841.108000003,4,2,127,2,13,17,1371721961,0
-7374.347500000149,4864845.604699999,4,2,124,2,13,17,1371722006,0
-7381.754700001329,4864845.757299997,4,2,103,2,13,17,1371722072,0
-7377.846599999814,4864852.802199997,4,2,105,2,13,17,1371722103,0
-7384.729100000113,4864840.396499999,4,2,102,2,13,17,1371722057,0
-7380.934599999338,4864847.235600002,4,2,104,2,13,17,1371722088,0
-7366.095899999142,4864845.581600003,4,2,109,2,13,17,1371722176,0
-7370.0106999985865,4864847.7535,4,2,108,2,13,17,1371722159,0
-7376.904599998145,4864852.029399999,4,2,106,2,13,17,1371722121,0
-7363.282299999148,4864844.0207,4,2,110,2,13,17,1371722188,0
-7372.802900001408,4864849.3028,4,2,107,2,13,17,1371722145,0
-7352.339699998499,4864837.949699998,4,2,113,2,13,17,1371722238,0
-7349.546000000089,4864836.3998000035,4,2,114,2,13,17,1371722250,0
-7356.611999999732,4864840.320100002,4,2,112,2,13,17,1371722220,0
-7359.148499999195,4864841.7271,4,2,111,2,13,17,1371722206,0
-7390.435400001706,4864835.897,4,2,146,2,13,17,1371722317,0
-7390.761199999601,4864835.141000004,4,2,147,2,13,17,1371722330,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714563,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714554,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714596,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714644,0
-7499.118298217654,4864838.7984716,0,1,1,1,13,17,1371714752,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714657,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714608,0
-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715137,0
-7501.238400001079,4864863.081799999,1,1,2,2,13,17,1371714997,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715141,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715290,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715334,0
-7511.778299998492,4864841.671700002,1,1,5,2,13,17,1371715281,0
-7516.52670000121,4864844.624799997,1,1,6,2,13,17,1371715287,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715303,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715341,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715383,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715451,0
-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715408,0
-7479.0157000012705,4864891.920500003,1,1,12,2,13,17,1371715522,0
-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715627,0
-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715642,0
-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715551,0
-7470.539500001818,4864863.624300003,1,1,26,2,13,17,1371715753,0
-7474.553700000048,4864866.8565,1,1,16,2,13,17,1371715691,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716128,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716170,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716100,0
-7535.209515403956,4864948.090411805,1,1,105,1,13,17,1371716267,0
-7533.837600000203,4864939.373000003,1,1,105,2,13,17,1371716246,0
-7536.565799999982,4864934.328000002,1,1,106,2,13,17,1371716226,0
-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716199,0
-7528.608068633825,4864959.505251184,1,1,104,1,13,17,1371716330,0
-7510.211205821484,4864949.287095763,1,1,103,1,13,17,1371716389,0
-7524.514299999922,4864934.194600001,1,1,102,2,13,17,1371716434,0
-7519.0086999982595,4864949.4529,1,1,103,2,13,17,1371716367,0
-7523.494500000029,4864951.885399997,1,1,104,2,13,17,1371716310,0
-7527.402600001544,4864929.238300003,1,1,101,2,13,17,1371716460,0
-7536.4928999990225,4864918.059600003,1,1,101,2,13,17,1371716483,0
-7316.4574000015855,4864800.7843,4,2,123,2,13,17,1371721191,0
-7315.743400000036,4864802.071500003,4,2,122,2,13,17,1371721206,0
-7309.517499998212,4864813.293499999,4,2,143,2,13,17,1371721267,0
-7312.662200000137,4864807.624899998,4,2,121,2,13,17,1371721225,0
-7311.919399999082,4864808.963799998,4,2,120,2,13,17,1371721242,0
-7310.057300001383,4864815.156599999,4,2,119,2,13,17,1371721287,0
-7316.86719999835,4864813.714900002,4,2,140,2,13,17,1371721320,0
-7325.23409999907,4864818.356799996,4,2,137,2,13,17,1371721496,0
-7324.080699998885,4864817.717,4,2,138,2,13,17,1371721434,0
-7318.341099999845,4864814.532499999,4,2,139,2,13,17,1371721345,0
-7321.037900000811,4864820.583700001,4,2,117,2,13,17,1371721400,0
-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721542,0
-7327.958599999547,4864824.4234,4,2,116,2,13,17,1371721619,0
-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721524,0
-7332.1088000014415,4864822.170999996,4,2,135,2,13,17,1371721643,0
-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721657,0
-7345.42330000177,4864829.557700002,4,2,132,2,13,17,1371721765,0
-7334.819400001317,4864828.2295999965,4,2,115,2,13,17,1371721742,0
-7338.857999999076,4864825.9152000025,4,2,133,2,13,17,1371721719,0
-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721675,0
-7360.497299998999,4864837.920500003,4,2,128,2,13,17,1371721943,0
-7353.723400000484,4864834.1625000015,4,2,130,2,13,17,1371721807,0
-7359.331099998206,4864837.273500003,4,2,129,2,13,17,1371721928,0
-7353.723400000484,4864834.1625000015,4,2,130,2,13,17,1371721917,0
-7352.520300000906,4864833.494800001,4,2,131,2,13,17,1371721787,0
-7367.458799999206,4864841.782799996,4,2,126,2,13,17,1371721975,0
-7373.052799999715,4864844.886500001,4,2,125,2,13,17,1371721991,0
-7366.242400001734,4864841.108000003,4,2,127,2,13,17,1371721961,0
-7374.347500000149,4864845.604699999,4,2,124,2,13,17,1371722006,0
-7385.526399999857,4864838.958999999,4,2,101,2,13,17,1371722041,0
-7384.729100000113,4864840.396499999,4,2,102,2,13,17,1371722056,0
-7381.754700001329,4864845.757299997,4,2,103,2,13,17,1371722072,0
-7380.934599999338,4864847.235600002,4,2,104,2,13,17,1371722088,0
-7377.846599999814,4864852.802199997,4,2,105,2,13,17,1371722103,0
-7372.802900001408,4864849.3028,4,2,107,2,13,17,1371722145,0
-7376.904599998145,4864852.029399999,4,2,106,2,13,17,1371722121,0
-7366.095899999142,4864845.581600003,4,2,109,2,13,17,1371722175,0
-7370.0106999985865,4864847.7535,4,2,108,2,13,17,1371722159,0
-7359.148499999195,4864841.7271,4,2,111,2,13,17,1371722205,0
-7363.282299999148,4864844.0207,4,2,110,2,13,17,1371722187,0
-7352.339699998499,4864837.949699998,4,2,113,2,13,17,1371722237,0
-7356.611999999732,4864840.320100002,4,2,112,2,13,17,1371722219,0
-7390.435400001706,4864835.897,4,2,146,2,13,17,1371722317,0
-7390.761199999601,4864835.141000004,4,2,147,2,13,17,1371722330,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714555,0
-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714564,0
-7349.546000000089,4864836.3998000035,4,2,114,2,13,17,1371722250,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714609,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714657,0
-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714596,0
-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714644,0
-7499.118298217654,4864838.7984716,0,1,1,1,13,17,1371714758,0
-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715137,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715141,0
-7501.238400001079,4864863.081799999,1,1,2,2,13,17,1371714997,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715291,0
-7511.778299998492,4864841.671700002,1,1,5,2,13,17,1371715283,0
-7516.52670000121,4864844.624799997,1,1,6,2,13,17,1371715287,0
-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715303,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715342,0
-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715494,0
-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715383,0
-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715334,0
